1	0.285410
2	0.191474
4	0.111829
8	0.060855
16	0.052814
32	0.044410
1	2.046841
2	1.455912
4	0.730905
8	0.384720
16	0.308864
32	0.211656
1	4.454540
2	2.773178
4	1.583033
8	0.955302
16	0.671973
32	0.394005
