1	0.285342
2	0.154983
4	0.093575
8	0.054812
16	0.052986
32	0.041446
1	2.143703
2	1.140883
4	0.665489
8	0.344335
16	0.308078
32	0.189884
1	4.362406
2	3.105322
4	1.802325
8	0.918102
16	0.703070
32	0.371004
