1	0.287602
2	0.180798
4	0.147095
8	0.094596
16	0.053193
32	0.045225
1	2.169361
2	1.222872
4	1.005038
8	0.546612
16	0.299175
32	0.187215
1	4.330786
2	3.076158
4	2.082235
8	1.175082
16	0.636536
32	0.360150
