1	0.297190
2	0.177317
4	0.153809
8	0.091342
16	0.054971
32	0.044940
1	2.171124
2	1.181477
4	0.970645
8	0.550597
16	0.292649
32	0.183647
1	4.311294
2	3.037922
4	2.231925
8	1.128948
16	0.637772
32	0.352444
